Sample ID,Island,Latitude (degrees N),Longitude (degrees E),Rock name,Al2O3 (percent),Cr (ppm),Rb (ppm)
s_SCL16-044 [24087],GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.78,-89.45,BASALT [24087],16.80,517.67,3.96
s_76KOL-1R1 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.04,-159.36,NOT GIVEN [19774],12.50,518.30,22.91
s_R176-5.93-6.5 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.29,519.00,6.20
s_74KOL-12 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.89,-159.50,NOT GIVEN [19774],12.20,520.00,13.30
s_408740 [14498],ICELAND / ICELAND / SNAEFƒLL,64.80,-15.60,NOT GIVEN [14498],14.95,520.00,14.30
s_116529 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],11.69,520.00,17.00
s_G1378 [947],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI FORMATION,28.00,-15.60,THOLEIITE [947],10.80,520.00,19.93
s_S32 M [6967],SAMOAN ISLANDS / SAVAI^I / MULIFANUA SERIES,-13.38,-172.67,BASALT [6967],11.84,520.00,55.20
s_298-R18 [9018],HAWAIIAN ISLANDS / OAHU / KOOLAU / REJUVENATED STAGE / HONOLULU SERIES,21.52,-157.66,NEPHELINITE [9018],10.91,521.00,29.40
s_FP44 [1238],CAMEROON LINE / BIOKO,3.40,8.70,"ANKARAMITE [1238] / BASALT, ALKALINE [1197]",10.80,521.00,33.00
s_ACO95-3 [4286] / s_ACO 95-3 [23527],AZORES / SAO MIGUEL / AGUA DE PAO,37.80,-25.50,"HAWAIITE [4286] / BASALT [23527] / NOT GIVEN [20970] / BASALT, OLIVINE [21011]",13.68,521.55,60.37
s_26-MAR-89 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778] / BASALT [9148],12.59,522.00,7.30
s_19-1 [1182],MARQUESAS / TAHUATA,-9.97,-139.08,"THOLEIITE, OLIVINE [1182]",12.02,522.00,19.00
s_BY96-86 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,"BASALT [5177] / BASALT, TRANSITIONAL [14785]",14.11,522.00,20.30
s_LA35 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / POST-SHIELD STAGE / HONOLUA SERIES,20.91,-156.59,NOT GIVEN [7196],12.53,522.00,39.67
s_SC-75 [601],GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.75,-89.40,THOLEIITE [601] / BASALT [606],16.86,523.00,1.20
s_L5 [920],CANARY ISLANDS / LANZAROTE,29.00,-13.60,"BASALT, ALKALINE [920]",13.41,523.00,12.80
s_R110-3.10 [2] / s_R-110 [17258],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA,19.74,-155.05,"THOLEIITE [2] / BASALT, THOLEIITIC [17258]",12.37,524.00,4.30
s_1790-6 [6674],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE,19.40,-155.28,THOLEIITE [6674],12.68,524.00,7.80
s_SV-01 [6595],CAPE VERDE ISLANDS / SAO VICENTE,16.85,-25.00,NOT GIVEN [6595] / BASALT [23527],13.23,524.77,26.66
s_BY96-85 [5177],KERGUELEN / KERGUELEN ARCHIPELAGO / MONT FONTAINE,-48.85,69.13,BASALT [5177],14.26,525.00,20.10
s_P4 [696],AZORES / PICO,38.50,-28.40,"BASALT, ALKALINE [696] / NOT GIVEN [21958]",13.70,525.00,63.00
s_0301-1 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.95,-159.59,BASANITE [14499],11.42,526.00,24.40
TBA109,Tubuai,-23.29,-149.41,,12.00,526.83,16.40
ATT145,Aitutaki,-18.93,-159.76,,11.35,527.59,62.48
s_KR-2 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.23,-159.39,FOIDITE [14499],10.07,528.00,10.40
s_408757 [14498],ICELAND / ICELAND / SNAEFƒLL,64.85,-15.54,NOT GIVEN [14498],15.03,529.00,12.30
s_KV05-2 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.93,-159.43,BASANITE [14499],11.79,529.00,24.80
s_658-7 [12578],CANARY ISLANDS / LA PALMA,28.38,-17.86,BASALT [12578],12.65,529.00,26.00
s_408785 [14498],ICELAND / VESTMANNAEYJAR ISLANDS - HEIMAEY / EASTERN ICELAND RIFT ZONE,63.44,-20.28,NOT GIVEN [14498],15.46,530.00,9.60
s_76WAM-12 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.99,-159.67,NOT GIVEN [19774],9.56,530.00,35.20
s_88KOL-10 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.17,-159.31,NOT GIVEN [19774],12.14,530.20,20.20
s_MA-215 [3348] / s_MA 215 [15508],MADEIRA ARCHIPELAGO / MADEIRA,32.72,-17.03,"BASALT, TRANSITIONAL [3348] / NOT GIVEN [15508]",13.30,531.00,11.60
s_T318-R19 [12504],HAWAIIAN ISLANDS / NIIHAU / REJUVENATED STAGE / KIEKIE BASALT,22.05,-160.22,BASALT [12504] / NOT GIVEN [19774],12.22,531.00,21.00
s_R168-3.7-4.15 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.32,532.00,9.20
s_AG99-126 [7525],KERGUELEN / KERGUELEN ARCHIPELAGO,-49.35,69.89,PICRITE [7525],10.73,533.00,12.30
s_OFU-04-06 [11847],SAMOAN ISLANDS / MANUA ISLANDS / OFU,-14.27,-169.66,"BASALT [11847] / ANKARAMITE [11102] / NOT GIVEN [16249] / BASALT, ALKALINE [13783]",11.04,533.00,25.60
s_3-343 [22929],SAMOAN ISLANDS / TUTUILA / REJUVENATED STAGE,-14.30,-170.70,BASANITE [22929],11.12,533.60,23.92
s_GCR-30 [14732],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / POST-ROQUE NUBLO FORMATION,27.97,-15.52,BASANITE [14732],9.80,533.92,20.41
s_65GRO-3 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / NAPALI FORMATION,21.96,-159.45,NOT GIVEN [19774],12.98,534.00,6.80
s_T11 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28.00,-15.60,BASALT [856],10.97,534.00,18.50
s_75NII-1  [19774],HAWAIIAN ISLANDS / NIIHAU / POST-SHIELD STAGE,21.90,-160.13,NOT GIVEN [19774],12.36,535.00,10.30
MGA02,Mangaia,-21.92,-157.92,,11.20,535.07,15.85
s_116528 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],11.87,536.00,18.10
s_SAV-B-5 [2662],SAMOAN ISLANDS / SAVAI^I,-13.50,-172.50,BASALT [2662],12.43,537.00,24.70
s_JMDD LP 05 [15056],CANARY ISLANDS / LA PALMA / TABURIENTE / SHIELD STAGE / LOWER TABURIENTE SERIES,28.60,-17.90,BASANITE [15056],10.72,537.78,30.51
s_OL30 [7196],HAWAIIAN ISLANDS / MAUI / WEST MAUI / SHIELD STAGE / WAILUKU SERIES,20.84,-156.35,THOLEIITE [7196],12.71,538.00,3.53
s_B-25 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / INTERMEDIATE SERIES,-20.33,57.50,BASALT [7878],12.23,538.00,14.40
s_OW-206 [14135],HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER,21.55,-158.18,"BASALT, THOLEIITIC [14135] / NOT GIVEN [18767]",13.33,539.00,9.50
s_529DS-4 [12941] / s_529 DS-4 [21396],AZORES / TERCEIRA,38.54,-26.88,BASALT [12941] / NOT GIVEN [21396],14.54,539.00,22.20
s_KV03-1 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.94,-159.61,FOIDITE [14499],9.54,539.00,39.20
s_GCR-62 [14732],CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,27.90,-15.50,BASANITE [14732],10.31,539.43,39.08
s_298-20 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.12,-159.30,THOLEIITE [19624],12.90,540.00,6.00
s_10-JAN-98 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],12.83,540.00,6.90
s_GMD71 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135.00,THOLEIITE [19648],13.40,540.00,9.50
s_P11/R [778],MARQUESAS / NUKU HIVA,-9.00,-139.00,BASALT [778],12.59,540.00,14.80
s_K-18 [3348],MADEIRA ARCHIPELAGO / DESERTAS ISLANDS / CHAO,32.58,-16.54,PICRITE [3348],13.37,540.00,15.20
s_P11R [1624],MARQUESAS / NUKU HIVA / TEKAO / SHIELD STAGE,-8.93,-140.00,THOLEIITE [1624],12.59,540.00,16.00
s_T51 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.48,BASALT [6967],12.26,540.00,17.50
s_JKU-21 [461],SAMOAN ISLANDS / UPOLU / PUAPUA LAVAS,-14.00,-171.70,BASANITE [461] / BASALT [451],11.90,540.00,35.00
ATT144,Aitutaki,-18.93,-159.76,,11.50,540.01,30.61
MGA108,Mangaia,-21.92,-157.92,,11.15,540.24,13.21
s_IKI 58 [20998] / s_S-1 [230] / s_IKI-58 [13150] / s_IKI-58 (S-1) [22613],HAWAIIAN ISLANDS / HAWAII / KILAUEA / SHIELD STAGE / PUNA BASALT,19.40,-155.27,NOT GIVEN [20998] / THOLEIITE [230] / BASALT [22613],12.69,540.82,8.87
s_A17_UNLEACHED [856],CANARY ISLANDS / GRAN CANARIA / GUIGUI/HOGARZALES FORMATIONS / SHIELD STAGE,28.00,-15.60,BASALT [856],9.62,541.00,18.90
s_AN13 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASANITE [1240] / BASALT [1474],10.62,541.00,41.70
s_T19 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.50,BASALT [6967],12.12,542.00,18.80
s_GCR-63 [14732],CANARY ISLANDS / GRAN CANARIA / POST-ROQUE NUBLO FORMATION / SHIELD STAGE,27.90,-15.50,BASANITE [14732],10.31,542.99,34.13
s_P253-11B [7555],HAWAIIAN ISLANDS / MOLOKAI / EAST MOLOKAI / REJUVENATED STAGE,21.18,-157.24,BASALT [7555],11.45,543.00,8.95
s_RP11 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.60,BASALT [1230],12.91,543.00,16.10
s_TUT-9 [452],SAMOAN ISLANDS / TUTUILA,-14.30,-170.70,BASALT [452],12.30,543.00,21.00
s_AD9 [920],CANARY ISLANDS / TENERIFE,28.00,-16.10,"BASALT, ALKALINE [920]",13.21,543.00,25.68
s_Q7 [9565],ICELAND / ICELAND,64.83,-17.82,"BASALT, THOLEIITIC [9565]",15.19,544.00,1.20
s_30-362 [217],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [217],12.58,544.00,7.80
s_S1201 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.75,BASALT [1230],13.11,544.00,16.10
s_408784 [14498],ICELAND / VESTMANNAEYJAR ISLANDS - HEIMAEY / EASTERN ICELAND RIFT ZONE,63.40,-20.28,NOT GIVEN [14498],14.62,545.00,8.20
s_ALIA-DR119-01 [14912],SAMOAN ISLANDS / TOAFILEMU,-12.63,-172.35,NOT GIVEN [14912],9.04,545.00,20.82
s_RPA-488 [6901] / s_RPA 488 [12898],AUSTRAL-COOK ISLANDS / RAPA,-27.63,-144.34,BASALT [6901],11.28,545.00,24.00
s_EL1 [6665],CANARY ISLANDS / LANZAROTE,29.05,-13.62,BASANITE [6665] / NOT GIVEN [15508],11.92,547.00,20.00
s_LP48 [9586],CANARY ISLANDS / LA PALMA / SHIELD STAGE,28.74,-17.83,NOT GIVEN [9586],11.65,547.00,27.00
RVV124,Raivavae,-23.79,-147.69,,11.30,547.51,11.99
s_R210-3.3-3.95 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.60,548.00,5.90
s_SCL16-004 [24087],GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.83,-89.52,BASALT [24087],15.77,548.19,6.70
s_T45 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.26,-169.43,BASALT [6967],12.81,549.00,18.40
s_UP33 [8489],MARQUESAS / UA POU,-9.42,-140.00,"THOLEIITE, OLIVINE [8489]",11.45,550.00,14.00
s_OW-174 [14135],HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER,21.41,-158.13,"BASALT, TRANSITIONAL [14135]",12.58,550.00,15.00
s_76KOL-6 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.21,-159.52,NOT GIVEN [19774],11.60,550.00,26.00
s_R163-2.1-2.6 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.33,551.00,5.80
s_3-299.25 [22929],SAMOAN ISLANDS / TUTUILA / REJUVENATED STAGE,-14.30,-170.70,BASANITE [22929],10.98,551.00,52.45
s_5434_UNLEACHED [1176] / s_5434-TE46 [24718] / s_5434 [15259],AUSTRAL-COOK ISLANDS / TUBUAI / TAITAA,-23.39,-149.47,"BASALT, ALKALINE [1176] / BASALT [15259]",12.04,551.53,21.90
s_K-11 [3348] / s_K11 [7407],MADEIRA ARCHIPELAGO / DESERTAS ISLANDS / CHAO,32.43,-16.49,"BASALT, TRANSITIONAL [3348] / BASALT [7407]",12.17,552.00,13.79
s_T316-R1 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.76,-159.55,NOT GIVEN [19774],11.06,552.00,23.40
s_S50 S [6967],SAMOAN ISLANDS / SAVAI^I / SALANI SERIES,-13.36,-172.27,BASALT [6967],12.59,552.00,38.60
s_B18-2 [15682],MASCARENE ISLANDS INCL. REUNION / MAURITIUS,-20.21,57.56,NOT GIVEN [15682],12.91,552.10,18.20
s_M-4 [7878],MASCARENE ISLANDS INCL. REUNION / MAURITIUS / OLDER SERIES / SHIELD STAGE,-20.33,57.50,BASALT [7878],11.51,553.00,21.30
s_J2-560-7 [18767],HAWAIIAN ISLANDS / OAHU,21.54,-158.47,BASALT [18767],13.61,554.00,5.30
s_02AHU-9 [14053],HAWAIIAN ISLANDS / HAWAII / HUALALAI / POST-SHIELD STAGE,19.84,-155.77,BASALT [14053],13.10,555.00,14.00
s_OW-100 [14135],HAWAIIAN ISLANDS / OAHU / WAIANAE / SHIELD STAGE / KAMEILE^UNU MEMBER,21.47,-158.33,"BASALT, TRANSITIONAL [14135] / NOT GIVEN [18767]",13.78,555.00,16.00
s_MU8 [7933] / s_MU 08 [20464],SOCIETY ISLANDS / MAUPITI / SHIELD STAGE,-16.42,-152.26,BASALT [7933],12.38,555.00,32.00
s_IC-122 [2260],ICELAND / ICELAND / HREFNUBUDIR / WESTERN ICELAND RIFT ZONE,64.50,-17.00,BASALT [2260],14.54,555.55,0.61
s_RRT-B-21 [2662] / s_RTT-B21 [754] / s_RRT B21 [12898],AUSTRAL-COOK ISLANDS / RURUTU / YOUNG ATIU-TREND LAVAS,-22.42,-151.33,BASALT [2662] / NOT GIVEN [754],11.51,556.00,6.00
s_KV04-19 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE,21.94,-159.45,THOLEIITE [14499],12.75,558.00,7.00
s_88KOL-3 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.22,-159.38,NOT GIVEN [19774],8.82,558.16,23.30
s_ML-71 [153],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA / SHIELD STAGE,19.47,-155.58,"THOLEIITE [153] / BASALT, THOLEIITIC [17258]",12.57,560.00,6.10
s_75KOL-4 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.95,-159.36,NOT GIVEN [19774],10.50,560.00,7.30
s_LAN10 [1499],CANARY ISLANDS / LANZAROTE / COLORADA,29.20,-13.50,BASALT [1499],12.56,560.00,15.00
s_LGV16 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.25,55.66,BASALT [1230],12.91,561.00,18.10
s_AN3 [1240],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,BASALT [1240],12.55,561.00,33.80
s_T8 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28.00,-15.60,BASALT [856],11.36,562.00,21.00
s_A560 [920],CANARY ISLANDS / LANZAROTE,29.00,-13.60,"BASALT, ALKALINE [920]",12.05,562.00,22.89
s_MA-218A [3348],MADEIRA ARCHIPELAGO / MADEIRA / POST-EROSIONAL STAGE,32.75,-17.05,"BASALT, ALKALINE [3348] / NOT GIVEN [15508]",15.25,562.00,25.40
s_408783 [14498],ICELAND / VESTMANNAEYJAR ISLANDS - HEIMAEY / EASTERN ICELAND RIFT ZONE,63.40,-20.28,NOT GIVEN [14498],14.32,563.00,5.20
s_GMD61 [19648],PITCAIRN-GAMBIER CHAIN / GAMBIER ISLAND - MANGAREVA / MONT DUFF,-23.13,-135.00,THOLEIITE [19648],14.09,563.00,6.81
s_AHA32 A [13694],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.56,-91.70,BASALT [13694],14.03,564.00,6.40
s_AZP-03-38 [16224],AZORES / PICO,38.55,-28.38,"BASALT, ALKALINE [16224]",13.32,564.43,22.57
samp. 121480,VILLINGEDALSFJALL,,,BASALT,14.84,565,1.5
s_74WAI-9 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.16,-159.58,NOT GIVEN [19774],10.50,565.00,27.20
s_EL10 [6665],CANARY ISLANDS / LANZAROTE,28.99,-13.69,BASANITE [6665] / NOT GIVEN [15508],11.53,565.00,32.00
s_109502 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17.00,-25.00,BASANITE [8504],11.85,565.00,33.00
s_AHA19 A [13694],GALAPAGOS ISLANDS / FERNANDINA (NARBOROUGH),-0.21,-91.80,BASALT [13694],13.43,566.00,4.50
s_64 [481],ST. HELENA CHAIN / ST. HELENA / NORTHEASTERN VOLCANO / SHIELD STAGE,-15.95,-5.70,"BASALT, ALKALINE [481]",13.17,566.00,13.00
s_75NII-4  [19774],HAWAIIAN ISLANDS / NIIHAU / POST-SHIELD STAGE,21.90,-160.14,NOT GIVEN [19774],11.91,567.00,8.59
s_R1201 [1230],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DE LA FOURNAISE,-21.23,55.75,BASALT [1230],12.91,567.00,14.60
s_TAA-B-7 [2662],SOCIETY ISLANDS / TAHAA,-16.50,-151.50,BASALT [2662],12.31,567.00,45.90
s_SAL 102 [23391],MASCARENE ISLANDS INCL. REUNION / REUNION / PITON DES NEIGES,-21.04,55.51,OCEANITE [23391],13.48,567.15,25.33
s_S25 [6967],SAMOAN ISLANDS / SAVAI^I,-13.45,-172.39,BASALT [6967],12.00,568.00,116.30
s_RPA-502 [6901] / s_RPA 502 [12898],AUSTRAL-COOK ISLANDS / RAPA,-27.61,-144.33,BASALT [6901],10.89,569.00,17.00
s_KOS 13-20 [21069],CAROLINE ISLANDS / KOSRAE,5.28,162.98,BASALT [21069],10.00,569.00,21.20
s_74KOL-13 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.89,-159.50,NOT GIVEN [19774],12.10,570.00,18.00
s_S39 A [6967],SAMOAN ISLANDS / SAVAI^I / AOPO SERIES,-13.27,-172.31,BASALT [6967],12.47,570.00,24.80
s_D4-1 [11395],HAWAIIAN ISLANDS / OAHU / KOOLAU / MAIN SHIELD STAGE / KOOLAU SERIES,21.60,-157.49,NOT GIVEN [11395],12.41,571.00,2.15
s_27-MAY-90 [2778],HAWAIIAN ISLANDS / HAWAII / KILAUEA / EAST RIFT ZONE / SHIELD STAGE / PUU OO ERUPTION,19.33,-155.11,THOLEIITE [2778],12.59,571.00,6.60
s_FL-09-42 [16341],AZORES / FLORES / UPPER VOLCANIC COMPLEX,39.42,-31.24,"BASALT, ALKALINE [16341] / NOT GIVEN [19965]",14.63,572.03,27.71
s_G2-D19 [16914],CANARY ISLANDS / TENERIFE,28.32,-16.38,BASANITE [16914],11.98,573.03,38.41
s_TBA-B-15 [2662],AUSTRAL-COOK ISLANDS / TUBUAI,-23.38,-149.45,BASALT [2662],12.31,574.00,18.80
s_P-11-2 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],11.31,574.20,14.67
s_P-6-1 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],10.91,574.80,15.08
s_125 [216] / s_KAH 125 [18020],HAWAIIAN ISLANDS / KAHOOLAWE / POST-SHIELD STAGE,20.50,-156.67,THOLEIITE [216],13.07,575.00,3.00
s_KV04-4 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,22.21,-159.47,BASANITE [14499],11.66,575.00,22.50
s_H127 [9565],ICELAND / ICELAND / THEISTAREYKIR VOLCANIC FIELD / NORTHERN ICELAND RIFT ZONE,65.85,-17.00,"THOLEIITE, OLIVINE [9565]",14.72,576.00,0.90
s_297-26 [19624],HAWAIIAN ISLANDS / KAUAI / SOUTH KAUAI SWELL / SHIELD STAGE,21.56,-159.94,THOLEIITE [19624],12.90,576.00,7.00
s_RPA-0317263 [815] / s_RPA-31 [6901] / s_RPA31 [15598] / s_RPA 31 [12898],AUSTRAL-COOK ISLANDS / RAPA,-27.58,-144.33,"BASALT, ALKALINE [815] / BASALT [6901]",11.00,576.00,22.00
s_JMDD EH 17 [15056],CANARY ISLANDS / EL HIERRO / SHIELD STAGE / PLATFORM-FORMING ERUPTION,27.80,-18.00,"BASALT, ALKALINE [15056]",10.27,576.53,23.01
s_LIT09-1 [17910],ICELAND / ICELAND / ASKJA,65.15,-16.60,BASALT [17910],14.59,576.80,5.58
s_SM0204 [18632],AZORES / SAO MIGUEL / PICO DE LIMA,37.79,-25.65,NOT GIVEN [18632] / BASALT [10567],11.86,577.67,35.52
s_J2-560-10 [18767],HAWAIIAN ISLANDS / OAHU,21.54,-158.47,BASALT [18767],14.00,578.00,3.50
s_KV05-10 [14499],HAWAIIAN ISLANDS / KAUAI / KAUAI / POST-SHIELD STAGE,22.06,-159.65,BASANITE [14499],12.60,578.50,22.30
s_408771 [14498],ICELAND / ICELAND,64.98,-22.68,NOT GIVEN [14498],13.46,579.00,15.80
s_T10 [6967],SAMOAN ISLANDS / MANUA ISLANDS / TAU ISLAND,-14.22,-169.51,BASALT [6967] / NOT GIVEN [19195],12.41,579.00,19.90
s_EL11 [6665],CANARY ISLANDS / LANZAROTE,28.99,-13.69,BASANITE [6665] / NOT GIVEN [15508],11.56,580.00,31.00
s_EGC6 [6665],CANARY ISLANDS / GRAN CANARIA / VOLCAN DE ARENAS,28.03,-15.60,NOT GIVEN [6665] / BASANITE [1211],13.29,581.00,51.00
s_3-2114 [22929],SAMOAN ISLANDS / TUTUILA / SHIELD STAGE,-14.30,-170.70,BASALT [22929],11.01,581.58,32.92
s_T4 [856],CANARY ISLANDS / GRAN CANARIA / SHIELD STAGE / GUIGUI/HOGARZALES FORMATIONS,28.00,-15.60,BASALT [856],10.75,582.00,18.00
s_SG93-7 [10282],GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / CERRO AZUL,-0.84,-91.48,BASALT [10282],13.60,583.00,3.61
s_MK-6-18 [51],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / EAST RIFT ZONE / SHIELD STAGE,19.95,-154.79,THOLEIITE [51],12.28,583.00,4.90
s_74WAI-2 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / SHIELD STAGE / OLOKELE FORMATION,22.15,-159.57,NOT GIVEN [19774],12.65,585.00,6.41
s_3-164.5 [22929],SAMOAN ISLANDS / TUTUILA / REJUVENATED STAGE,-14.30,-170.70,BASANITE [22929],11.15,585.30,29.13
s_R142-1.60 [2] / s_R142 [2880],HAWAIIAN ISLANDS / HAWAII / MAUNA LOA,19.74,-155.05,THOLEIITE [2],12.32,586.00,2.30
s_T324-R39 [19774],HAWAIIAN ISLANDS / KAUAI / KAUAI / REJUVENATED STAGE / KOLOA SERIES,21.76,-159.51,NOT GIVEN [19774],10.48,586.00,25.90
s_P-6-3 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],11.27,586.40,12.31
ATT139,Aitutaki,-18.93,-159.76,,11.27,586.42,15.67
s_M-245 [4872],MADEIRA ARCHIPELAGO / MADEIRA,32.75,-17.00,NOT GIVEN [4872],13.63,587.00,19.00
s_114521 [8504],CAPE VERDE ISLANDS / SAO ANTAO / INTERMEDIATE VOLCANICS (SAO ANTAO),17.00,-25.00,NOT GIVEN [8504],9.96,587.00,20.00
s_AN15 [1238],CAMEROON LINE / ANNOBON (PAGALU),-1.26,5.37,"BASALT, PICRITIC [1238]",10.62,588.00,37.00
s_P-7-1 [24239],CAROLINE ISLANDS / PONAPE,6.90,158.25,NOT GIVEN [24239],8.60,589.80,21.28
s_H91 [12969],ICELAND / ICELAND / SNAEFELLSJ÷KULL,64.83,-23.39,"BASALT, OLIVINE [12969] / BASALT, ALKALINE [9565]",14.30,590.00,18.10
s_116525 [8459],CANARY ISLANDS / LA PALMA / CUMBRE VIEJA,28.46,-17.85,BASANITE [8459],12.04,590.00,19.10
s_AT1012 [24409],AUSTRAL-COOK ISLANDS / ATIU,-19.99,-158.12,"BASALT, ALKALINE [24409]",12.40,591.70,24.65
s_LVLK88 [1008],KERGUELEN / KERGUELEN ARCHIPELAGO / MOUNT ROUGE,-48.55,68.50,"BASALT, ALKALINE [1008] / BASALT [5176]",11.82,592.00,24.00
s_J2-381-1 [18767],HAWAIIAN ISLANDS / OAHU,21.56,-158.67,BASALT [18767],11.54,592.00,28.80
s_R165-0.75-1.45 [15993],HAWAIIAN ISLANDS / HAWAII / MAUNA KEA / MAUNA KEA TYPE 1,19.74,-155.05,BASALT [15993],12.38,593.00,5.30
